scientificName,vernacularName,individualCount,stateProvince,locality,decimalLongitude,decimalLatitude,eventDate,eventTime,year,month,collectionCode,locationID,location
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/03/13,,"2019","3",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/03/13,,"2019","3",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/03/13,,"2019","3",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/03/13,,"2019","3",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/03/13,,"2019","3",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/03/23,,"2019","3",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/03/23,,"2019","3",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/04/04,,"2019","4",eBird,"10", Reserva Cloud Bridge
Tinamus major,,1,San José,"Ruta 242 San Gerardo, Rivas, San José, CR (9,461, -83,604)",-83.604,9.46084,2019/04/08,,"2019","4",eBird,"9", Camino San Gerardo Los Ángeles
Trogon caligatus,,1,San José,"Ruta 242 San Gerardo, Rivas, San José, CR (9,461, -83,604)",-83.604,9.46084,2019/04/22,,"2019","4",eBird,"9", Camino San Gerardo Los Ángeles
Myadestes melanops,,1,San José,"Ruta 242 San Gerardo, Rivas, San José, CR (9,461, -83,604)",-83.604,9.46084,2019/04/22,,"2019","4",eBird,"9", Camino San Gerardo Los Ángeles
Crypturellus soui,,1,Puntarenas,"CR-Puntarenas-Buenos Aires (9.1254,-83.0673)",-83.0673,9.12536,2019/05/01,,"2019","5",eBird,"20", Sendero Huacas
Myadestes melanops,,11,Puntarenas,"CR-Puntarenas-Buenos Aires (9.1254,-83.0673)",-83.0673,9.12536,2019/05/01,,"2019","5",eBird,"20", Sendero Huacas
Crax rubra,,4,Puntarenas,"CR-Puntarenas-Buenos Aires (9.1254,-83.0673)",-83.0673,9.12536,2019/05/01,,"2019","5",eBird,"20", Sendero Huacas
Ortalis cinereiceps,,3,Puntarenas,"CR-Puntarenas-Buenos Aires (9.1254,-83.0673)",-83.0673,9.12536,2019/05/01,,"2019","5",eBird,"20", Sendero Huacas
Myadestes melanops,,11,Puntarenas,"CR-Puntarenas-Buenos Aires (9.1254,-83.0673)",-83.0673,9.12536,2019/05/01,,"2019","5",eBird,"20", Sendero Huacas
Ortalis cinereiceps,,3,Puntarenas,"CR-Puntarenas-Buenos Aires (9.1254,-83.0673)",-83.0673,9.12536,2019/05/01,,"2019","5",eBird,"20", Sendero Huacas
Crax rubra,,4,Puntarenas,"CR-Puntarenas-Buenos Aires (9.1254,-83.0673)",-83.0673,9.12536,2019/05/01,,"2019","5",eBird,"20", Sendero Huacas
Trogon rufus,,1,Puntarenas,"(9,234, -83,382)",-83.3818,9.23442,2019/05/04,,"2019","5",eBird,"14", Guadalajara
Myadestes melanops,,3,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2019/05/04,,"2019","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,6,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2019/05/04,,"2019","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2019/05/04,,"2019","5",eBird,"10", Reserva Cloud Bridge
Trogon massena,,1,Puntarenas,"(9,234, -83,382)",-83.3818,9.23442,2019/05/04,,"2019","5",eBird,"14", Guadalajara
Chamaepetes unicolor,,2,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2019/05/04,,"2019","5",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/05,,"2019","5",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/05,,"2019","5",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/05,,"2019","5",eBird,"10", Reserva Cloud Bridge
Trogon caligatus,,1,San José,"HOTEL DE MONTAÑA EL PELICANO San Gerardo, Rivas, San José, CR (9,461, -83,604)",-83.604,9.46083,2019/05/07,,"2019","5",eBird,"9", Camino San Gerardo Los Ángeles
Ortalis cinereiceps,,5,San José,"HOTEL DE MONTAÑA EL PELICANO San Gerardo, Rivas, San José, CR (9,461, -83,604)",-83.604,9.46083,2019/05/07,,"2019","5",eBird,"9", Camino San Gerardo Los Ángeles
Ortalis cinereiceps,,6,San José,"Reserva Dü San Gerardo, Rivas, San José, CR (9.469, -83.595)",-83.595,9.46861,2019/05/10,,"2019","5",eBird,"9", Camino San Gerardo Los Ángeles
Myadestes melanops,,6,Puntarenas,Tres Colinas,-83.0683,9.12035,2019/05/12,,"2019","5",eBird,"20", Sendero Huacas
Trogon rufus,,1,Puntarenas,"Unnamed Road, Provincia de Puntarenas, CR (9,238, -83,374)",-83.3741,9.23847,2019/05/13,,"2019","5",eBird,"14", Guadalajara
Trogon massena,,1,Puntarenas,"Unnamed Road, Provincia de Puntarenas, CR (9,238, -83,374)",-83.3741,9.23847,2019/05/13,,"2019","5",eBird,"14", Guadalajara
Trogon caligatus,,1,Puntarenas,"Unnamed Road, Provincia de Puntarenas, CR (9,238, -83,374)",-83.3741,9.23847,2019/05/13,,"2019","5",eBird,"14", Guadalajara
Chamaepetes unicolor,,8,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/15,,"2019","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/15,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/15,,"2019","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/15,,"2019","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,8,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/15,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/15,,"2019","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/16,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/16,,"2019","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/16,,"2019","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/17,,"2019","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/17,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/17,,"2019","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/18,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/18,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/20,,"2019","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/21,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/21,,"2019","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/21,,"2019","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/22,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/22,,"2019","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/22,,"2019","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/23,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/23,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/24,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,9,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/25,,"2019","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2019/05/25,,"2019","5",eBird,"10", Reserva Cloud Bridge
Nothocercus bonapartei,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/25,,"2019","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Sendero Principal Cerro Chirripó,-83.585,9.468,2019/05/25,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/27,,"2019","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,"Gira San Jerónimo - Cerro Ena Pérez Zeledón, San José CR (9.363, -83.491)",-83.4909,9.36282,2019/05/27,,"2019","5",eBird,"12", Sendero Ena
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/27,,"2019","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,"Gira San Jerónimo - Cerro Ena Pérez Zeledón, San José CR (9.363, -83.491)",-83.4909,9.36282,2019/05/27,,"2019","5",eBird,"12", Sendero Ena
Nothocercus bonapartei,,1,San José,"Gira San Jerónimo - Cerro Ena Pérez Zeledón, San José CR (9.363, -83.491)",-83.4909,9.36282,2019/05/27,,"2019","5",eBird,"12", Sendero Ena
Myadestes melanops,,1,San José,"Gira San Jerónimo - Cerro Ena Pérez Zeledón, San José CR (9.363, -83.491)",-83.4909,9.36282,2019/05/27,,"2019","5",eBird,"12", Sendero Ena
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/27,,"2019","5",eBird,"10", Reserva Cloud Bridge
Trogon caligatus,,1,San José,"San José, CR (9,43, -83,843)",-83.8431,9.43016,2019/05/28,,"2019","5",eBird,"1", Finca Esteban Cordero
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/28,,"2019","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/28,,"2019","5",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/28,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/29,,"2019","5",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/30,,"2019","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/30,,"2019","5",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/31,,"2019","5",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/05/31,,"2019","5",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,2,San José,La Chuma,-83.5835,9.4705,2019/06/01,,"2019","6",eBird,"10", Reserva Cloud Bridge
Crypturellus soui,,2,Puntarenas,Asoprola,-83.0089,9.00545,2019/06/01,,"2019","6",eBird,"25", Sendero Asoprola
Trogon collaris,,1,San José,La Chuma,-83.5835,9.4705,2019/06/02,,"2019","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/02,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/02,,"2019","6",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,2,Puntarenas,"CR-Puntarenas-Buenos Aires (9.0057,-83.0172)",-83.0172,9.00574,2019/06/03,,"2019","6",eBird,"25", Sendero Asoprola
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/03,,"2019","6",eBird,"10", Reserva Cloud Bridge
Nothocercus bonapartei,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/04,,"2019","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/04,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/04,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/05,,"2019","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/05,,"2019","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/10,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/10,,"2019","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/10,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/11,,"2019","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/12,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/12,,"2019","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/12,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/13,,"2019","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/13,,"2019","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/14,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/14,,"2019","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/17,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/17,,"2019","6",eBird,"10", Reserva Cloud Bridge
Nothocercus bonapartei,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/18,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/18,,"2019","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/18,,"2019","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/19,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,4,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/19,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/20,,"2019","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/22,,"2019","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/22,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,Puntarenas,"Camino a Olán Provincia de Puntarenas, CR (9.124, -83.067)",-83.0669,9.1238,2019/06/23,,"2019","6",eBird,"20", Sendero Huacas
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/25,,"2019","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/26,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/26,,"2019","6",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/27,,"2019","6",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/06/27,,"2019","6",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/01,,"2019","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/01,,"2019","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/01,,"2019","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/02,,"2019","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/02,,"2019","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/03,,"2019","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/03,,"2019","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/04,,"2019","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/04,,"2019","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/05,,"2019","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/05,,"2019","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,Puntarenas,"(9.239, -83.374)",-83.374,9.23879,2019/07/07,,"2019","7",eBird,"14", Guadalajara
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/07,,"2019","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/08,,"2019","7",eBird,"10", Reserva Cloud Bridge
Penelope purpurascens,,1,Puntarenas,"Unnamed Road, Provincia de Puntarenas, CR (9.238, -83.381)",-83.3806,9.23785,2019/07/08,,"2019","7",eBird,"14", Guadalajara
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/08,,"2019","7",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,4,Puntarenas,"Unnamed Road, Provincia de Puntarenas, CR (9.238, -83.381)",-83.3806,9.23785,2019/07/08,,"2019","7",eBird,"14", Guadalajara
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/09,,"2019","7",eBird,"10", Reserva Cloud Bridge
Nothocercus bonapartei,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/09,,"2019","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/09,,"2019","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/09,,"2019","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/10,,"2019","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/10,,"2019","7",eBird,"10", Reserva Cloud Bridge
Pharomachrus mocinno,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/10,,"2019","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/11,,"2019","7",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,2,San José,San Gerardo de Rivas,-83.5998,9.46468,2019/07/11,,"2019","7",eBird,"9", Camino San Gerardo Los Ángeles
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/11,,"2019","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/12,,"2019","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/12,,"2019","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,8,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/15,,"2019","7",eBird,"10", Reserva Cloud Bridge
Chamaepetes unicolor,,1,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/15,,"2019","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/16,,"2019","7",eBird,"10", Reserva Cloud Bridge
Trogon collaris,,2,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/17,,"2019","7",eBird,"10", Reserva Cloud Bridge
Myadestes melanops,,3,San José,Cloudbridge Nature Reserve,-83.5775,9.47211,2019/07/17,,"2019","7",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,5,San José,"San Jerónimo, San José, CR (9,341, -83,504)",-83.5031,9.34375,2019/07/20,,"2019","7",eBird,"11", Sendero Zaddy
Ortalis cinereiceps,,5,San José,"San Jerónimo, San José, CR (9,341, -83,504)",-83.5031,9.34375,2019/07/20,,"2019","7",eBird,"11", Sendero Zaddy
Ortalis cinereiceps,Chachalaca Cabecigrís,5,CR-SJ,"San Jerónimo, San José, CR (9,341, -83,504)",-83.5031001,9.3437449,2019/07/20,06:49 AM,"2019","7",Biomonitoreo participativo,"11", Sendero Zaddy
Myadestes melanops,,1,San José,Siberia,-83.7134,9.55186,2019/07/21,,"2019","7",eBird,"8", Finca Martín Salazar
Myadestes melanops,Solitario Carinegro,1,CR-SJ,Siberia,-83.7133687,9.5518611,2019/07/21,05:49 AM,"2019","7",Biomonitoreo participativo,"8", Finca Martín Salazar
Ortalis cinereiceps,,6,San José,Río Chirripó Retreat (restricted access),-83.6025,9.45994,2019/07/28,,"2019","7",eBird,"9", Camino San Gerardo Los Ángeles
Ortalis cinereiceps,,4,San José,Río Chirripó Retreat (restricted access),-83.6025,9.45994,2019/07/29,,"2019","7",eBird,"9", Camino San Gerardo Los Ángeles
Ortalis cinereiceps,,7,Puntarenas,"Biolley, Provincia de Puntarenas, CR (9,034, -83,042)",-83.0487,9.02524,2019/08/03,,"2019","8",eBird,"21", Sendero 1
Trogon collaris,,1,San José,"Piedra el Tigre, San Jerónimo de San Pedro,San José, CR (9.363, -83.491)",-83.4908,9.36288,2019/08/03,,"2019","8",eBird,"12", Sendero Ena
Myadestes melanops,,1,San José,"Piedra el Tigre, San Jerónimo de San Pedro,San José, CR (9.363, -83.491)",-83.4908,9.36288,2019/08/03,,"2019","8",eBird,"12", Sendero Ena
Pharomachrus mocinno,,1,San José,"Piedra el Tigre, San Jerónimo de San Pedro,San José, CR (9.363, -83.491)",-83.4908,9.36288,2019/08/03,,"2019","8",eBird,"12", Sendero Ena
Ortalis cinereiceps,Chachalaca Cabecigrís,7,CR-P,"Biolley, Provincia de Puntarenas, CR (9,034, -83,042)",-83.0486868,9.0252436,2019/08/03,06:39 AM,"2019","8",Biomonitoreo participativo,"21", Sendero 1
Chamaepetes unicolor,,1,San José,La Chuma,-83.5835,9.4705,2019/08/06,,"2019","8",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,1,San José,"Ruta 242 San Gerardo, Rivas, San José, CR (9.466, -83.595)",-83.5952,9.46631,2019/08/09,,"2019","8",eBird,"9", Camino San Gerardo Los Ángeles
Trogon rufus,,2,Puntarenas,Guadalajara de Brunka,-83.3794,9.23823,2019/08/10,,"2019","8",eBird,"14", Guadalajara
Trogon rufus,Trogón Cabeciverde,2,CR-P,Guadalajara de Brunka,-83.379378,9.2382262,2019/08/10,07:52 AM,"2019","8",Biomonitoreo participativo,"14", Guadalajara
Ortalis cinereiceps,,5,San José,"Casa de Rolo, Jardin de Colibris. Rivas, San José, CR (9.471, -83.583)",-83.5835,9.47069,2019/08/11,,"2019","8",eBird,"10", Reserva Cloud Bridge
Ortalis cinereiceps,,5,Puntarenas,Altamira de Biolley,-83.0145,9.00967,2019/08/16,,"2019","8",eBird,"25", Sendero Asoprola
Penelope purpurascens,,1,Puntarenas,Altamira de Biolley,-83.0145,9.00967,2019/08/16,,"2019","8",eBird,"25", Sendero Asoprola
Ortalis cinereiceps,Chachalaca Cabecigrís,5,CR-P,Altamira de Biolley,-83.0145406,9.0096733,2019/08/16,02:53 PM,"2019","8",Biomonitoreo participativo,"25", Sendero Asoprola
Penelope purpurascens,Pava Crestada,1,CR-P,Altamira de Biolley,-83.0145406,9.0096733,2019/08/16,02:53 PM,"2019","8",Biomonitoreo participativo,"25", Sendero Asoprola
Ortalis cinereiceps,,4,San José,"Casa de Rolo, Jardin de Colibris. Rivas, San José, CR (9.471, -83.583)",-83.5835,9.47069,2019/08/20,,"2019","8",eBird,"10", Reserva Cloud Bridge
